,АДЫГ,АЛТА,АЛТК,АМУР,АРХА,АСТР,БАШК,БЕЛГ,БРЯН,БУРЯ,ВЛАД,ВОЛГ,ВОЛО,ВОРО,ДАГЕ,ЕВРЕ,ЗАБА,ИВАН,ИНГУ,ИРКУ,КАБА,КАЛИ,КАЛМ,КАЛУ,КАМЧ,КАРА,КАРЕ,КЕМЕ,КИРО,КОМИ,КОСТ,КРАС,КРАЯ,КРЫМ,КУРГ,КУРС,ЛЕНИ,ЛИПЕ,МАГА,МАРИ,МОРД,МОСГ,МОСК,МУРМ,НИЖЕ,НОВГ,НОВО,ОМСК,ОРЕН,ОРЛО,ПЕНЗ,ПЕРМ,ПРИМ,ПСКО,РОСТ,РЯЗА,САМА,САНК,САРА,САХА,СВЕР,СЕВА,СЕВЕ,СМОЛ,СТАВ,ТАМБ,ТАТА,ТВЕР,ТОМС,ТУЛЬ,ТЫВА,ТЮМЕ,УДМУ,УЛЬЯ,ХАБА,ХАКА,ЧЕЛЯ,ЧЕЧЕ,ЧУВА,ЧУКО,ЯКУТ,ЯРОС
2014-10-01,45,166,-84,19,-54,357,764,-206,-542,600,-610,-242,-55,-862,3796,2,408,-389,677,551,666,-33,118,-296,78,190,-89,-40,-353,226,-105,997,571,0,-172,-531,-819,-424,7,11,-247,2394,-124,-60,-935,-216,282,442,208,-302,-452,144,-49,-406,-627,-396,-360,1026,-624,-61,-43,0,345,-448,639,-568,1020,-809,231,-835,464,3027,212,-251,43,113,115,2328,-17,18,915,-408
2014-11-01,-27,159,-204,-2,-43,132,438,-335,-449,424,-617,-522,-165,-843,3492,-31,244,-436,604,163,372,-114,91,-217,22,96,-119,-568,-202,85,-260,111,443,0,-212,-388,-661,-365,-19,1,-369,1536,-571,43,-1051,-192,46,140,17,-332,-462,126,-63,-420,-698,-431,-302,475,-432,-26,147,0,203,-376,295,-622,254,-714,89,-869,342,2246,26,-212,120,16,-22,2114,42,3,660,-416
2014-12-01,19,146,-56,42,-161,195,488,-421,-592,444,-633,-733,-153,-1106,3164,7,288,-541,625,155,374,-145,96,-344,27,57,-166,-439,-376,144,-268,293,284,0,-178,-536,-869,-469,10,-68,-345,874,-977,1,-1368,-314,371,201,0,-398,-516,-67,-117,-454,-941,-482,-646,540,-806,16,97,0,120,-452,242,-544,872,-828,308,-1059,325,2674,257,-397,22,53,248,1899,-52,6,811,-478
2015-01-01,-68,104,-785,-215,-425,108,-316,-499,-671,318,-792,-1079,-458,-1394,2960,-15,37,-716,586,-104,347,-172,95,-438,-3,64,-283,-667,-650,-87,-415,-638,-14,-924,-368,-712,-1074,-607,-18,-65,-457,-305,-1617,-98,-1920,-468,-416,4,-261,-491,-776,-833,-421,-535,-1506,-601,-1143,-251,-1079,-70,-1044,-201,203,-671,-340,-775,251,-987,-172,-1278,281,2024,-13,-479,-70,12,-691,2075,-163,5,591,-714
2015-02-01,-88,107,-686,-107,-269,146,88,-515,-460,356,-707,-643,-116,-980,2893,-44,265,-363,599,197,282,-147,52,-275,4,87,-214,-663,-407,-13,-293,-752,152,-555,-312,-491,-901,-447,-10,-20,-322,177,-709,-33,-1060,-271,26,-85,-101,-404,-685,-99,-179,-419,-1196,-419,-921,-120,-938,48,-429,-94,114,-590,29,-548,339,-716,133,-927,309,1973,99,-386,92,-37,-279,1860,-89,7,588,-633
2015-03-01,-72,164,-577,-38,-254,7,127,-535,-682,495,-882,-920,-234,-1356,2947,-26,174,-619,683,-86,364,-209,30,-390,25,9,-253,-885,-433,76,-316,-802,179,-883,-348,-611,-984,-655,-22,-6,-364,335,-857,62,-1043,-391,-2,46,-229,-485,-816,101,-377,-511,-1501,-650,-1049,-103,-903,-7,-214,-94,88,-669,-19,-665,698,-934,137,-1058,389,2533,59,-580,2,40,-207,2161,-49,37,624,-572
2015-04-01,-91,145,-526,-111,-120,73,241,-508,-603,382,-701,-480,-230,-1051,2736,-52,80,-560,477,85,363,-65,85,-282,5,72,-158,-664,-326,171,-249,-396,130,-642,-222,-538,-922,-425,-17,46,-369,1430,-584,10,-1177,-417,47,-73,-164,-319,-618,86,-310,-403,-964,-544,-686,726,-641,-71,-109,-84,70,-505,-21,-731,421,-943,124,-900,433,2554,268,-393,-73,14,-70,1863,49,8,602,-400
2015-05-01,-56,102,-346,-105,-81,68,120,-355,-576,388,-630,-590,-120,-865,2807,-47,190,-412,380,277,355,-141,70,-126,44,157,-236,-564,-366,38,-231,-405,186,-467,-162,-473,-962,-495,-1,-41,-381,1527,-69,-11,-1390,-362,83,118,-125,-477,-527,-55,-282,-388,-841,-435,-415,689,-809,-72,85,-140,194,-513,104,-544,556,-723,100,-943,346,2406,93,-463,60,36,-171,1549,-91,7,569,-297
2015-06-01,-40,143,-196,45,-61,64,-30,-267,-312,523,-500,-490,-28,-906,2659,-44,243,-313,634,594,393,-70,57,-128,51,135,-121,-451,-269,232,-111,313,399,-325,-342,-382,-677,-326,51,-22,-299,2229,484,99,-673,-167,243,209,-62,-300,-469,46,-90,-408,-296,-493,-494,752,-619,6,411,-58,221,-333,284,-525,443,-610,171,-642,377,2553,193,-291,48,41,-316,2268,45,14,655,-275
2015-07-01,33,164,-9,104,120,350,744,-30,-301,604,-411,-153,166,-552,3326,18,240,-147,543,550,516,162,116,-97,72,113,-57,-63,55,164,-38,1253,595,-31,-12,-307,-493,-133,2,123,-165,4015,1668,49,-268,-170,660,584,332,-234,-157,615,120,-295,138,-231,179,1973,-117,61,603,-16,427,-318,815,-394,1700,-383,388,-509,382,3036,416,-65,170,169,535,1893,411,39,804,-83
2015-08-01,26,131,105,107,67,266,798,-58,-232,605,-269,-226,23,-334,3773,8,443,-225,773,634,578,83,126,-80,83,148,-52,-74,-53,160,-43,973,882,-141,-16,-314,-362,-126,33,136,-179,3080,901,58,-319,-179,759,379,389,-213,-270,517,23,-289,90,-345,282,1269,-195,76,881,-23,291,-311,538,-373,1236,-346,276,-559,381,2691,479,-189,297,99,469,2622,157,19,790,-74
2015-09-01,100,161,-120,32,-66,497,1057,-60,-303,508,-462,-28,-70,-276,3843,23,342,-302,738,598,495,134,193,-60,71,163,-153,-260,-214,96,-146,1382,778,-144,-134,-272,-531,-149,10,121,-247,2452,280,60,-651,-292,482,412,240,-205,-282,341,246,-321,155,-456,148,974,-176,92,140,131,379,-349,762,-494,1195,-694,213,-788,345,2774,314,-153,284,77,290,2515,248,-7,779,-262
2015-10-01,41,175,-212,9,-15,325,922,-144,-332,625,-505,-222,-18,-729,4220,-3,284,-358,584,449,532,73,74,-181,90,159,-77,-164,-149,95,-136,1033,530,122,-176,-329,-703,-313,-10,107,-210,2321,640,17,-815,-192,454,229,104,-248,-337,199,2,-374,-368,-369,-168,1234,-444,18,203,25,314,-418,806,-518,1493,-651,185,-763,339,2542,364,-393,106,55,220,2401,174,24,798,-422
2015-11-01,-9,106,-372,-120,-115,138,394,-390,-471,530,-542,-478,-166,-643,3254,-13,234,-441,590,428,369,-92,99,-173,36,61,-149,-415,-250,62,-150,49,446,-624,-144,-343,-550,-322,-10,49,-279,1614,-131,5,-676,-333,147,103,27,-261,-338,122,-143,-259,-742,-308,-321,716,-363,39,203,-42,218,-439,465,-578,803,-689,270,-844,346,2328,98,-101,137,114,26,2232,67,3,692,-343
2015-12-01,-4,173,13,-37,0,305,944,-351,-434,495,-503,-453,18,-838,3174,-47,209,-390,530,480,451,-10,83,-194,46,112,-164,-532,-215,137,-173,666,652,-514,-166,-394,-658,-320,-1,75,-295,1561,349,44,-722,-228,464,224,217,-319,-372,343,-99,-428,-596,-476,-99,853,-416,57,204,-5,264,-436,321,-482,1281,-754,377,-809,303,2696,292,-241,110,75,291,1890,113,42,734,-307
2016-01-01,-122,109,-584,-118,-336,109,-235,-612,-787,300,-897,-1044,-637,-1389,2940,-41,24,-738,534,-25,284,-253,56,-514,-16,52,-292,-842,-494,-15,-365,-962,-98,-811,-410,-691,-1156,-613,-23,-25,-362,-1003,-2244,-99,-1702,-455,-277,-209,-243,-370,-683,-331,-300,-653,-1820,-665,-1009,-634,-1025,-9,-895,-109,199,-735,-32,-784,222,-1082,-233,-1246,302,1842,-121,-514,3,7,-788,1357,-129,2,499,-654
2016-02-01,-60,143,-478,-107,-190,169,257,-537,-514,371,-633,-658,-192,-1052,2798,-35,97,-501,602,255,341,-104,34,-334,-10,100,-162,-618,-328,-1,-220,-88,54,-661,-322,-588,-880,-421,5,27,-333,1176,-583,-94,-1181,-346,-147,-84,-70,-397,-477,9,-263,-447,-1211,-457,-350,258,-545,11,-162,-108,161,-582,-5,-557,684,-826,47,-858,370,2089,239,-504,87,9,-363,2336,45,20,547,-464
2016-03-01,-14,153,-475,-31,-127,164,430,-441,-458,540,-479,-482,-109,-712,3141,-28,147,-555,555,80,334,37,80,-216,37,105,-157,-559,-255,44,-139,-45,447,-698,-259,-484,-626,-323,-3,72,-362,2187,385,-65,-900,-282,220,9,-43,-365,-547,129,-260,-379,-936,-406,-617,783,-584,-16,75,-10,160,-474,135,-578,1053,-680,195,-733,359,2497,158,-298,37,-39,98,1828,99,34,643,-367
2016-04-01,-2,139,-259,-76,-65,27,75,-323,-469,392,-559,-639,-91,-903,2610,-3,280,-405,520,206,208,-73,76,-181,28,43,-123,-530,-361,149,-163,-97,400,-473,-268,-475,-636,-407,9,-6,-250,1824,336,109,-1132,-241,76,-90,-163,-369,-553,-167,-404,-276,-843,-410,-568,1058,-786,83,-138,52,183,-445,180,-539,701,-661,132,-754,350,2187,17,-401,27,63,-402,1488,-75,22,571,-417
2016-05-01,-139,149,-625,-14,-175,166,80,-523,-589,324,-702,-639,-56,-907,2802,-59,207,-402,482,307,396,-45,69,-184,18,111,-138,-619,-311,28,-223,-301,259,-727,-213,-482,-629,-398,-14,41,-330,2001,144,-70,-1065,-284,136,-93,7,-345,-480,146,-297,-362,-1155,-566,-425,1158,-711,9,45,-90,181,-417,-25,-594,660,-719,220,-919,369,2332,153,-355,-186,61,-378,1839,24,8,555,-355
2016-06-01,-71,185,-242,-125,-10,94,741,-355,-355,415,-611,-558,-42,-905,2841,-19,231,-291,458,345,446,72,53,-195,92,98,-23,-340,-181,152,-128,175,656,-673,-115,-504,-530,-318,18,80,-262,3202,1125,51,-643,-226,469,185,155,-334,-436,423,-189,-323,-940,-305,-229,1719,-407,38,226,-36,159,-482,359,-457,1382,-541,315,-852,315,2651,235,-271,-2,83,432,1792,60,11,638,-293
2016-07-01,0,215,-89,-4,-72,331,777,-294,-336,503,-387,-343,30,-941,3137,-1,273,-242,555,538,480,134,77,-108,65,114,-49,-189,37,111,-78,827,510,-153,-56,-428,-705,-271,-4,147,-191,3576,1188,70,-440,-222,531,390,443,-187,-314,382,52,-270,-246,-324,212,2251,-444,129,433,28,276,-369,785,-524,1440,-399,298,-719,347,2687,345,-146,183,149,454,1964,203,-7,666,-325
2016-08-01,54,158,-34,119,-10,321,534,-104,-363,594,-437,-44,-26,-329,3476,14,378,-324,672,620,646,144,82,-174,55,157,-119,-245,80,169,-96,1340,705,-124,-131,-244,-547,-186,-5,134,-185,3510,1128,27,-255,-219,748,197,41,-213,-304,310,-81,-290,98,-255,239,1774,-328,96,443,-14,328,-252,883,-286,1115,-585,384,-529,429,2673,309,-213,336,229,537,2386,199,32,673,-146
2016-09-01,37,148,-269,49,-232,274,344,-142,-316,470,-540,-161,-209,-550,3526,-3,287,-383,586,372,576,156,81,-169,84,150,-211,-445,-260,58,-220,1069,384,-17,-197,-322,-696,-250,-34,51,-155,1900,541,-6,-956,-300,573,99,263,-293,-431,146,-31,-317,24,-323,-121,979,-611,62,28,-19,290,-388,801,-475,1416,-667,140,-824,400,2366,272,-183,42,106,96,2098,20,15,649,-312
2016-10-01,-13,96,-399,-80,-47,206,417,-260,-356,443,-611,-384,-242,-807,3364,-34,271,-419,532,355,452,-25,72,-313,16,132,-106,-377,-205,69,-160,421,317,-266,-275,-464,-651,-315,15,6,-310,1840,-19,-16,-876,-279,-10,117,18,-395,-457,232,-247,-294,-705,-440,-287,977,-702,28,-11,-5,224,-460,370,-541,740,-732,210,-928,368,2024,114,-294,22,81,-133,2183,18,12,701,-364
2016-11-01,23,153,-426,-106,-234,203,203,-262,-562,368,-563,-549,-294,-854,3434,-35,180,-516,602,254,321,-15,58,-188,25,112,-245,-737,-251,-26,-192,57,290,-488,-330,-452,-708,-383,5,-12,-247,1727,311,7,-988,-288,-62,-183,-224,-323,-548,-71,-172,-339,-646,-443,-285,582,-619,65,-325,-10,199,-454,268,-550,950,-760,97,-858,333,2258,179,-375,-45,-32,-60,2211,-168,-3,635,-358
2016-12-01,-60,112,-550,-127,-164,13,-198,-419,-558,361,-827,-737,-196,-1205,3213,-38,146,-514,490,84,321,-104,45,-337,19,8,-177,-540,-435,-22,-304,70,244,-846,-291,-508,-815,-510,-10,27,-405,-311,-1073,-89,-1225,-310,-83,-144,-278,-487,-603,-233,-409,-453,-1041,-527,-736,515,-699,58,-478,-129,260,-495,113,-639,596,-740,157,-1023,367,1954,34,-403,-38,6,-514,1781,-151,24,595,-600
2017-01-01,-183,63,-1154,-286,-709,-132,-1088,-743,-962,210,-1031,-1217,-624,-1580,2862,-60,-74,-798,582,-325,142,-340,-54,-534,6,-28,-407,-1299,-785,-199,-447,-1627,-441,-1184,-487,-770,-1115,-704,-4,-162,-441,-1429,-2172,-155,-1675,-587,-517,-589,-514,-592,-880,-856,-589,-617,-1991,-909,-1317,-709,-1430,-23,-1436,-207,47,-887,-498,-810,-753,-1237,-345,-1288,322,1462,-371,-756,-386,-112,-1040,1841,-368,17,402,-783
2017-02-01,-121,71,-669,-155,-284,-67,-123,-508,-481,219,-702,-802,-291,-1165,2563,-19,-18,-531,409,-62,228,-193,39,-344,30,76,-279,-1000,-593,-14,-195,-788,-201,-755,-349,-684,-853,-555,-18,-75,-336,817,-547,-99,-1298,-306,-405,-445,-384,-429,-683,-464,-537,-448,-1095,-496,-955,-21,-957,-14,-591,-43,101,-467,-110,-616,-93,-725,2,-955,255,1467,-100,-402,-177,-65,-565,1709,-161,29,406,-512
2017-03-01,-149,75,-682,-109,-239,-21,83,-576,-719,270,-635,-796,-229,-1182,2962,-55,107,-437,530,-9,266,-101,-64,-320,7,49,-220,-885,-406,-51,-226,-343,-95,-537,-279,-792,-832,-489,-7,-15,-389,1353,32,-46,-1117,-369,-76,-233,-437,-462,-648,-307,-412,-481,-1220,-525,-824,505,-962,44,-386,-102,49,-555,-11,-590,702,-671,25,-957,412,1841,46,-575,-87,-18,-561,1816,-110,27,626,-477
2017-04-01,-95,130,-738,-95,-149,-68,-148,-611,-667,371,-750,-916,-205,-1002,2239,-18,59,-552,440,63,233,-56,43,-375,-33,34,-167,-981,-365,-28,-291,-969,-18,-654,-310,-589,-680,-474,-41,-55,-449,946,-432,-21,-1252,-305,-250,-157,-333,-450,-677,-273,-355,-422,-1424,-574,-889,556,-962,16,-233,-96,98,-462,-248,-656,173,-778,2,-920,362,1853,-10,-410,-142,27,-423,1626,-213,13,424,-484
2017-05-01,-117,148,-749,-184,-234,-56,-340,-592,-705,278,-899,-936,-324,-1314,2538,-15,268,-625,505,65,252,-190,-37,-409,43,62,-176,-990,-547,12,-274,-870,96,-757,-353,-606,-801,-606,2,-56,-420,1511,-569,-10,-1288,-392,-10,-323,-379,-442,-698,-312,-486,-474,-1502,-632,-1153,543,-1024,23,-507,-117,118,-547,-269,-708,144,-839,42,-1143,391,1871,-77,-501,-150,-22,-637,1621,-295,27,583,-508
2017-06-01,-53,135,-598,-78,-192,119,-104,-380,-476,304,-576,-614,-353,-818,2617,-38,159,-538,373,160,386,-138,26,-280,-3,91,-190,-683,-323,12,-176,-310,131,-626,-235,-533,-776,-311,18,29,-318,2131,457,-5,-1114,-358,-108,-245,-337,-312,-436,-193,-463,-395,-889,-413,-701,854,-889,53,-352,-4,130,-466,148,-536,584,-644,23,-796,356,2037,74,-343,-164,9,-387,1407,-71,20,512,-482
2017-07-01,-45,108,-271,-11,-91,50,149,-290,-385,397,-539,-426,-147,-668,2947,-10,216,-382,685,306,362,-29,43,-219,83,107,-115,-377,-280,65,-157,488,310,-74,-160,-392,-565,-279,0,15,-236,2545,614,-27,-716,-223,240,-45,-121,-247,-354,193,-219,-307,-862,-392,-458,1420,-622,58,2,-55,243,-381,274,-406,530,-596,157,-749,309,2359,43,-273,6,71,-108,2644,26,13,596,-449
2017-08-01,0,144,-401,42,-148,169,392,-407,-388,386,-512,-375,-150,-540,3452,-28,228,-418,710,305,472,79,114,-172,62,141,-180,-399,-151,22,-78,483,558,-471,-208,-328,-488,-285,19,111,-236,2776,1090,25,-463,-233,223,5,-2,-319,-346,384,-89,-320,-666,-381,-266,1471,-471,44,293,-42,283,-423,457,-410,811,-563,336,-671,372,2525,251,-211,145,12,6,2298,33,10,606,-250
2017-09-01,-10,117,-359,-59,-137,362,205,-273,-493,417,-662,-305,-344,-736,3455,13,301,-427,571,142,403,-20,48,-308,-8,101,-219,-674,-279,57,-164,758,-24,-287,-238,-374,-814,-256,-17,14,-243,1444,-106,-44,-931,-339,77,-115,-125,-372,-427,-250,-230,-397,-391,-369,-429,53,-579,84,-341,-7,260,-516,483,-486,822,-699,-31,-906,348,2107,71,-278,-81,42,-308,2215,-80,22,436,-475
2017-10-01,-69,143,-568,-68,-152,129,-36,-452,-604,436,-640,-448,-244,-961,3276,1,213,-553,619,172,416,-129,38,-274,16,75,-216,-821,-366,3,-185,148,134,-409,-258,-506,-758,-415,21,-15,-296,903,-915,-76,-1184,-360,-98,-149,-302,-337,-519,-179,-226,-438,-923,-576,-764,551,-816,77,-153,-103,152,-474,406,-588,307,-830,37,-1031,397,1921,-15,-412,-140,5,-460,2331,-121,11,566,-561
2017-11-01,-85,101,-588,-94,-153,138,56,-484,-497,325,-650,-595,-254,-794,3180,2,202,-473,555,54,264,-89,68,-350,77,47,-238,-767,-319,9,-179,113,-93,-402,-232,-559,-595,-487,-9,-63,-298,1302,-73,-20,-1135,-364,-49,-185,-263,-340,-662,-218,-289,-386,-907,-419,-712,293,-578,33,-42,-42,121,-445,99,-526,622,-703,19,-859,316,2087,-87,-333,-23,-15,-135,2009,-109,8,490,-464
2017-12-01,-22,109,-661,-172,-143,98,-47,-433,-667,257,-768,-636,-308,-945,2669,-27,93,-545,467,171,277,-208,9,-427,-21,44,-218,-880,-380,-80,-308,137,-77,-428,-315,-450,-690,-488,-13,-74,-303,624,-218,-53,-1249,-365,-343,-135,-175,-394,-555,-301,-429,-356,-1000,-503,-734,451,-747,62,-347,-18,239,-520,183,-471,309,-705,83,-988,349,1800,-1,-439,-103,-24,-632,1787,-155,6,490,-471
2018-01-01,-97,83,-1071,-136,-481,-91,-410,-651,-735,109,-851,-1021,-509,-1321,2968,-26,-75,-708,603,-114,308,-279,-2,-489,7,47,-296,-1390,-666,-163,-405,-616,-428,-841,-483,-653,-941,-462,-29,-83,-449,-342,-1352,-128,-1539,-421,-547,-511,-407,-465,-835,-795,-750,-526,-1593,-729,-1031,-289,-1174,15,-1135,-121,39,-677,-384,-757,-135,-1043,-221,-1152,345,1516,-267,-596,-203,-94,-833,2215,-289,-4,430,-676
2018-02-01,-53,76,-719,-225,-234,-51,-243,-631,-561,246,-675,-652,-389,-957,2738,-13,-79,-535,531,86,281,-130,29,-344,1,31,-261,-1079,-448,-129,-257,-591,-144,-547,-275,-545,-852,-460,-5,-140,-259,-128,-965,-139,-1379,-335,-274,-267,-380,-352,-679,-479,-595,-384,-1233,-416,-1107,-216,-847,-53,-665,-83,110,-596,-224,-590,-35,-865,31,-829,289,1376,-69,-496,-207,-34,-529,1758,-131,15,460,-500
2018-03-01,-177,105,-1008,-220,-450,-79,-762,-718,-747,179,-910,-972,-479,-1538,2632,-96,-78,-710,460,-330,171,-219,39,-590,-51,55,-372,-1306,-753,-143,-275,-644,-438,-745,-451,-864,-1202,-709,-44,-241,-370,-924,-1353,-138,-1768,-457,-623,-414,-570,-473,-945,-729,-716,-637,-1800,-792,-1514,-789,-1353,-90,-1322,-107,127,-681,-358,-825,-329,-1083,-95,-1370,359,1639,-311,-578,-201,-127,-1098,1619,-313,0,434,-716
2018-04-01,-133,91,-969,-262,-427,-121,-667,-695,-767,178,-987,-1123,-514,-1335,2464,-40,-46,-735,471,-143,197,-178,14,-479,26,31,-280,-1173,-640,-20,-325,-921,-432,-847,-476,-721,-970,-619,-31,-160,-566,-416,-1821,-106,-2071,-420,-570,-456,-626,-553,-887,-598,-522,-524,-1891,-730,-1144,-427,-1160,-73,-799,-171,43,-594,-336,-757,-245,-1004,-191,-1164,257,1577,-169,-644,-323,-114,-937,1593,-384,9,339,-732
2018-05-01,-173,95,-1133,-137,-397,-127,-401,-658,-699,313,-897,-1397,-453,-1050,2248,-21,-25,-750,484,-25,235,-151,5,-425,0,4,-263,-1077,-613,-132,-385,-1165,-358,-867,-530,-693,-783,-559,11,-149,-369,1199,-536,-155,-1516,-390,-128,-496,-646,-521,-681,-698,-518,-423,-1785,-660,-986,755,-1193,-16,-624,-122,69,-629,-462,-662,-32,-1014,-3,-1007,265,1881,-224,-507,-303,-43,-846,1708,-417,17,479,-601
2018-06-01,-82,147,-783,-176,-288,-42,-333,-637,-593,332,-745,-752,-411,-1119,2593,-2,143,-522,438,-34,287,-103,36,-450,-12,63,-247,-910,-619,-187,-225,-332,-91,-418,-365,-549,-697,-462,-34,-118,-283,1372,-207,-113,-1479,-283,-270,-252,-378,-464,-632,-584,-338,-395,-1368,-532,-863,618,-1191,13,-724,-121,129,-482,-3,-643,248,-712,6,-801,275,1796,-151,-456,-92,18,-647,1670,-171,3,522,-629
2018-07-01,-90,99,-617,-119,-266,-95,126,-369,-505,467,-643,-943,-234,-960,2757,-23,120,-461,637,254,286,-150,17,-239,-7,106,-218,-771,-317,-37,-155,-85,37,-319,-224,-296,-693,-309,-1,-37,-265,2603,-208,-50,-986,-293,25,-217,-323,-305,-451,-248,-281,-345,-1026,-428,-570,877,-792,30,-327,-30,154,-481,-200,-565,427,-726,113,-837,332,2062,-66,-422,-71,62,-534,2215,-86,14,511,-351
2018-08-01,-80,81,-575,18,-255,282,-17,-214,-416,389,-605,-383,-247,-637,3403,-8,194,-533,590,230,502,-105,62,-320,36,157,-224,-749,-422,-117,-216,470,-4,-280,-244,-422,-835,-259,-24,-36,-207,2532,521,-31,-897,-261,-22,46,-116,-314,-423,-85,-396,-287,-461,-516,-181,944,-557,87,-44,-39,389,-445,564,-501,752,-536,143,-746,398,2048,-10,-283,100,37,-200,2022,17,5,533,-356
2018-09-01,-16,127,-560,-38,-173,175,62,-402,-370,226,-633,-449,-313,-626,3350,-11,162,-387,520,95,452,101,87,-268,-31,109,-199,-876,-434,-79,-214,132,51,-128,-284,-416,-642,-367,-23,-30,-292,1665,-153,-31,-852,-268,-218,-243,-161,-267,-487,-338,-276,-339,-550,-390,-432,479,-701,-50,-486,-43,341,-526,293,-536,326,-657,-6,-800,279,1940,-14,-240,49,-2,-364,2480,-89,-6,481,-439
2018-10-01,-55,114,-708,-78,-248,252,-21,-366,-473,456,-745,-628,-213,-946,2425,-7,103,-528,560,456,484,-124,41,-368,-8,109,-241,-751,-406,-20,-267,218,170,-467,-254,-500,-608,-512,7,-24,-358,1222,-1024,16,-1186,-294,144,-191,-186,-422,-300,-80,-335,-276,-964,-423,-415,1185,-729,23,-241,-67,322,-583,486,-441,89,-698,61,-1048,340,2216,-2,-420,-115,44,-573,1808,-68,2,457,-456
2018-11-01,-18,89,-751,-169,-204,53,-194,-554,-439,340,-646,-759,-268,-901,2900,13,69,-523,594,145,418,-146,40,-280,5,42,-288,-840,-533,-86,-285,-382,29,-472,-249,-553,-672,-419,-12,-61,-352,1793,-1050,-78,-1002,-328,-81,-241,-263,-429,-467,-225,-509,-330,-1223,-426,-629,815,-795,-28,-688,-93,199,-507,-56,-541,373,-670,23,-952,304,1666,-75,-360,-240,-50,-605,2076,-124,-2,464,-408
2018-12-01,-129,64,-986,-185,-368,-89,-569,-538,-759,310,-748,-742,-383,-1393,2480,-65,-40,-669,354,-643,387,-311,26,-341,-51,83,-206,-855,-372,-249,-251,-1337,-438,-510,-492,-622,-653,-377,-67,-113,-324,1192,-2020,-37,-1242,-391,-329,-340,-270,-419,-878,-365,-441,-342,-1519,-883,-1055,495,-997,-15,-734,-142,142,-453,-1412,-573,161,-889,-17,-942,311,1336,-312,-411,-169,-138,-682,1953,-150,19,377,-555
2019-01-01,-127,69,-1444,-375,-607,-138,-1087,-942,-747,34,-1069,-1124,-488,-1335,1895,-75,-525,-810,616,-327,371,-262,10,-455,-73,55,-437,-1870,-766,-246,-368,-1650,-681,-898,-492,-751,-1088,-676,-19,-220,-392,-468,-2679,-223,-1665,-467,-695,-700,-531,-623,-639,-811,-896,-527,-2145,-758,-1422,-590,-1401,-133,-1749,-233,149,-694,-606,-756,-386,-1002,-338,-1255,360,1178,-402,-748,-594,-136,-1336,1964,-387,1,326,-780
